PlateNumber,Colour,BuildType,MakeModel,YearOfManufacture,VehicleType,StolenDate,PoliceDistrict
JRC139,Black,Toyota,IST,2004,Hatchback,3/10/2025,Waikato
JRH293,Grey,Nissan,NOTE,2007,Hatchback,5/11/2025,Eastern
JRJ712,Silver,Toyota,MARKX,2006,Saloon,7/11/2025,Waitemata
JRK124,Blue,Toyota,SIENTA,2005,Hatchback,29/07/2025,Central
JRK984,Black,BMW,525I,2008,Saloon,9/08/2025,Counties/Manukau
JRR580,Silver,Toyota,VITZ,2005,Hatchback,24/11/2025,Auckland City
JRS88,Grey,Toyota,HILUX,1993,Stationwagon,28/09/2025,Waitemata
JSA313,Silver,Toyota,LANDCRUISER,2005,Stationwagon,17/06/2025,Counties/Manukau
JSC429,Silver,Mitsubishi,COLT,2010,Hatchback,7/10/2025,Counties/Manukau
JSE28,Silver,Toyota,MARKX,2005,Saloon,18/07/2025,Waikato
JSJ527,White,Nissan,TIIDA,2007,Saloon,20/11/2025,Eastern
JSR141,Black,Ford,RANGER,2016,Utility,1/09/2025,Waikato
JSR396,Silver,Honda,STREAM,2005,Stationwagon,27/11/2025,Auckland City
JSU329,Silver,Nissan,TIIDA,2008,Hatchback,30/09/2025,Counties/Manukau
JSU379,Black,Holden,CAPTIVA,2016,Stationwagon,27/09/2025,Northland
JTC328,Silver,Toyota,AVENSIS,2006,Stationwagon,6/10/2025,Auckland City
JTC371,Black,Honda,ACCORD,2006,Saloon,31/07/2025,Bay of Plenty
JTC531,White,Nissan,TIIDA,2008,Saloon,10/06/2025,Bay of Plenty
JTC746,White,Nissan,VANETTE,2007,Light Van,5/11/2025,Wellington
JTE443,Blue,Toyota,VANGUARD,2009,Stationwagon,17/06/2025,Waikato
JTH588,Blue,Subaru,IMPREZA,2008,Hatchback,13/06/2025,Canterbury
JTH876,White,Toyota,MARKX,2005,Saloon,18/11/2025,Counties/Manukau
JTL337,Silver,Audi,A3,2006,Hatchback,18/08/2025,Waikato
JTM238,White,Honda,FIT,2005,Hatchback,26/09/2025,Waitemata
JTP466,Black,Mazda,ATENZA,2008,Saloon,13/07/2025,Counties/Manukau
JTR261,White,Holden,COMMODORE,2011,Saloon,9/09/2025,Auckland City
JTU85,White,Holden,COLORADO 7,2016,Stationwagon,14/07/2025,Counties/Manukau
JUC454,Silver,Toyota,AURIS,2006,Hatchback,19/08/2025,Waikato
JUE379,Silver,Nissan,TIIDA,2007,Hatchback,6/09/2025,Eastern
JUF856,Blue,Mazda,DEMIO,2008,Hatchback,29/11/2025,Waitemata
JUK283,Grey,Honda,ACCORD,2005,Saloon,15/07/2025,Wellington
JUQ317,Black,BMW,320I,2008,Saloon,5/12/2025,Waitemata
JUW510,Black,Mazda,AXELA,2006,Hatchback,14/11/2025,Auckland City
JUW541,Black,Nissan,MURANO,2005,Stationwagon,18/10/2025,Auckland City
JUY987,Blue,Mitsubishi,PAJERO,1997,Stationwagon,8/08/2025,Waitemata
JWB54,Silver,Toyota,WISH,2004,Stationwagon,27/11/2025,Waitemata
JWJ519,Silver,Toyota,VITZ,2004,Hatchback,29/07/2025,Counties/Manukau
JWP886,Blue,Nissan,TIIDA,2005,Hatchback,3/07/2025,Auckland City
JWS954,Black,Mitsubishi,OUTLANDER,2007,Stationwagon,13/10/2025,Bay of Plenty
JWT748,Grey,Toyota,WISH,2005,Stationwagon,21/10/2025,Counties/Manukau
JWW27,Blue,Toyota,HILUX,1995,Stationwagon,22/09/2025,Canterbury
JWY863,White,Mazda,BONGO,2010,Light Van,16/07/2025,Counties/Manukau
JWZ348,Grey,Mitsubishi,TRITON,2016,Utility,24/09/2025,Northland
JYB75,Grey,Nissan,NAVARA,2016,Utility,2/10/2025,Central
JYC572,Silver,Mazda,AXELA,2007,Saloon,29/09/2025,Counties/Manukau
JYC634,Silver,Ford,COURIER,2001,Utility,9/11/2025,Waikato
JYG651,Silver,Mazda,PREMACY,2007,Stationwagon,12/06/2025,Counties/Manukau
JYL244,Grey,Toyota,RAV4,2005,Stationwagon,1/12/2025,Wellington
JYN351,White,Toyota,CAMRY,2016,Saloon,7/07/2025,Waikato
JYN357,Blue,Toyota,WISH,2006,Stationwagon,20/10/2025,Counties/Manukau
JYZ260,Gold,Nissan,TIIDA,2007,Saloon,18/06/2025,Counties/Manukau
JYZ644,Blue,Mazda,DEMIO,2007,Hatchback,30/11/2025,Canterbury
JZA780,White,Ford,RANGER,2016,Utility,7/09/2025,Waitemata
JZC575,Black,Suzuki,SWIFT,2009,Hatchback,13/11/2025,Waitemata
JZE863,Black,Mitsubishi,COLT,2005,Hatchback,17/09/2025,Auckland City
JZF123,White,Nissan,VANETTE,2008,Light Van,13/09/2025,Waitemata
JZL233,White,Toyota,WISH,2005,Stationwagon,20/11/2025,Auckland City
JZR94,White,Toyota,WISH,2005,Stationwagon,6/12/2025,Counties/Manukau
JZU487,Blue,Mazda,VERISA,2005,Hatchback,13/11/2025,Waikato
JZW287,White,Toyota,HIACE,2016,Light Van,4/10/2025,Waitemata
JZW635,Brown,Toyota,ALPHARD,2005,Stationwagon,28/09/2025,Counties/Manukau
K0HALI,Silver,Lexus,GS300,2007,Saloon,24/11/2025,Counties/Manukau
K150H,Green,Trailer,HOMEBUILT,2007,Trailer,19/07/2025,Central
K357F,White,Trailer,HOMEBUILT,2007,Trailer,5/10/2025,Canterbury
K398R,Silver,Factory Built,BRENT SMITH TRAILERS,2007,Trailer,18/09/2025,Eastern
K425P,Silver,Trailer,MACS,2007,Trailer,19/11/2025,Canterbury
K461S,Silver,Trailer,MONOWAY,2007,Trailer,30/08/2025,Northland
K592D,Silver,Trailer,PRESCOTT,2007,Trailer,22/11/2025,Waikato
K624E,Black,Homebuilt,TRAILER,1993,Trailer,17/08/2025,Southern
K8773,Grey,Homebuilt,TB HOSKING,1991,Boat Trailer,8/10/2025,Canterbury
K989F,Grey,Trailer,HOMEBUILT,1987,Trailer,6/09/2025,Waikato
KAA655,Silver,Toyota,VITZ,2007,Hatchback,30/11/2025,Canterbury
KAD32,Silver,Nissan,WINGROAD,2008,Stationwagon,27/11/2025,Waitemata
KAH99,Yellow,Yanmar,V4-7 (70764),2016,Mobile Machine,30/11/2025,Canterbury
KAMB0H,White,BMW,320D,2014,Saloon,7/09/2025,Bay of Plenty
KAN439,Gold,Nissan,TIIDA,2005,Saloon,1/08/2025,Auckland City
KAR180,Silver,Nissan,TIIDA,2007,Hatchback,30/10/2025,Waitemata
KAR358,Red,Toyota,WISH,2005,Stationwagon,5/12/2025,Counties/Manukau
KAR936,Silver,Nissan,TIIDA,2005,Saloon,20/10/2025,Auckland City
KAU355,White,Ford,COURIER,2005,Utility,11/07/2025,Canterbury
KAY411,Silver,Nissan,CARAVAN,2011,Light Van,23/08/2025,Central
KBE207,White,Mazda,AXELA,2011,Hatchback,16/08/2025,Bay of Plenty
KBE649,Silver,Mitsubishi,PAJERO,2008,Stationwagon,3/10/2025,Northland
KBF86,Blue,Toyota,COROLLA,2007,Hatchback,20/06/2025,Waikato
KBP942,Blue,Holden,COMMODORE,2016,Saloon,21/07/2025,Waitemata
KBQ119,Grey,Toyota,RAV4,2016,Stationwagon,20/11/2025,Counties/Manukau
KBQ896,Grey,Mitsubishi,OUTLANDER,2006,Stationwagon,25/09/2025,Counties/Manukau
KBS3,White,Mazda,BONGO,2009,Light Van,1/12/2025,Canterbury
KBU157,Grey,Ford,MUSTANG,2014,Sports Car,8/09/2025,Waitemata
KBU163,Silver,Ford,COURIER,2006,Utility,1/09/2025,Waitemata
KBY226,Silver,Mazda,DEMIO,2004,Hatchback,19/08/2025,Waitemata
KCA493,White,Ford,RANGER,2016,Utility,27/11/2025,Eastern
KCB540,White,Suzuki,SWIFT,2016,Hatchback,15/07/2025,Canterbury
KCC245,White,Toyota,MARKX,2005,Saloon,25/09/2025,Northland
KCE547,White,Mitsubishi,OUTLANDER,2016,Stationwagon,1/12/2025,Bay of Plenty
KCP700,White,Toyota,ESTIMA,2005,Stationwagon,29/07/2025,Canterbury
KCQ624,Blue,Nissan,SERENA,2006,Light Van,28/07/2025,Waitemata
KCQ723,Black,Nissan,NAVARA,2016,Utility,6/11/2025,Canterbury
KDA824,Silver,Volkswagen,POLO,2008,Hatchback,14/06/2025,Wellington
KDB449,Blue,BMW,525I,2008,Saloon,14/07/2025,Waitemata
KDB605,White,Toyota,COROLLA,2007,Saloon,28/11/2025,Waitemata
KDD852,Grey,Toyota,HIACE,2005,Light Van,30/07/2025,Waitemata
KDE145,Silver,Nissan,LIBERTY,2003,Stationwagon,1/07/2025,Waikato
KDE326,White,Nissan,X-TRAIL,2016,Stationwagon,8/07/2025,Counties/Manukau
KDH963,Orange,Nissan,DUALIS,2007,Stationwagon,21/07/2025,Waikato
KDJ939,White,Toyota,HIACE,1997,Light Van,28/10/2025,Auckland City
KDN494,Silver,Toyota,COROLLA,2016,Saloon,12/07/2025,Bay of Plenty
KDQ207,Black,Audi,Q3,2013,Stationwagon,30/11/2025,Auckland City
KDS739,Grey,Mazda,ATENZA,2011,Stationwagon,23/08/2025,Bay of Plenty
KDU290,Silver,Toyota,WISH,2008,Stationwagon,14/11/2025,Auckland City
KDW466,Blue,Mitsubishi,TRITON,2016,Utility,7/09/2025,Northland
KDY109,Silver,Audi,A4,2006,Stationwagon,1/07/2025,Auckland City
KEA486,White,Nissan,TIIDA,2007,Saloon,21/08/2025,Canterbury
KEG271,Blue,Mazda,AXELA,2005,Stationwagon,12/08/2025,Northland
KEH498,Silver,Toyota,WISH,2006,Stationwagon,7/11/2025,Counties/Manukau
KEM474,Blue,Suzuki,SWIFT,2016,Hatchback,11/09/2025,Counties/Manukau
KEN975,White,Toyota,ALTEZZA,1998,Saloon,13/08/2025,Waitemata
KENONA,Blue,Ford,COURIER,2006,Utility,17/06/2025,Southern
KEP733,Black,Volkswagen,POLO,2008,Hatchback,25/07/2025,Northland
KEY492,Silver,Toyota,VITZ,2005,Hatchback,12/06/2025,Southern
KFB546,Silver,Nissan,TIIDA,2012,Hatchback,11/06/2025,Waikato
KFH201,Grey,Nissan,SKYLINE,1991,Saloon,19/06/2025,Canterbury
KFH855,White,Ford,ECOSPORT,2016,Stationwagon,4/07/2025,Canterbury
KFM99,Brown,Toyota,VITZ,2005,Hatchback,26/07/2025,Counties/Manukau
KFN756,Silver,Nissan,SKYLINE,1999,Saloon,7/09/2025,Northland
KFN843,White,Ford,RANGER,2007,Utility,19/11/2025,Bay of Plenty
KFP935,White,Isuzu,D-MAX,2017,Utility,28/09/2025,Bay of Plenty
KFQ814,Blue,Toyota,LITEACE,1992,Light Van,12/08/2025,Waitemata
KFR767,White,Toyota,HIACE,2008,Light Van,11/06/2025,Auckland City
KFS575,Silver,Toyota,RAV4,2016,Stationwagon,27/09/2025,Canterbury
KFZ269,Silver,Honda,CRV,2016,Stationwagon,7/10/2025,Canterbury
KGA553,Grey,Honda,STREAM,2007,Stationwagon,25/11/2025,Waikato
KGH726,Gold,Nissan,TIIDA,2007,Saloon,30/11/2025,Waitemata
KGL826,Black,Nissan,WINGROAD,2007,Stationwagon,27/10/2025,Counties/Manukau
KGL864,Silver,Toyota,LANDCRUISER PRADO,1996,Stationwagon,5/09/2025,Waitemata
KGN265,White,Volkswagen,TOUAREG,2014,Stationwagon,3/08/2025,Waitemata
KGN513,Silver,Toyota,COROLLA,2006,Stationwagon,12/09/2025,Auckland City
KGR245,White,Mazda,BT-50,2016,Utility,10/10/2025,Eastern
KGR383,Silver,Toyota,WISH,2005,Stationwagon,13/11/2025,Counties/Manukau
KGS804,Black,Hyundai,SANTA FE,2014,Stationwagon,17/10/2025,Wellington
KGS943,Silver,Nissan,TIIDA,2008,Saloon,18/06/2025,Bay of Plenty
KGU203,White,Toyota,HILUX,2017,Utility,6/10/2025,Bay of Plenty
KGZ874,Blue,Mitsubishi,MIRAGE,2017,Hatchback,3/12/2025,Bay of Plenty
KHA865,Silver,Mazda,ATENZA,2004,Stationwagon,3/11/2025,Northland
KHE494,White,Toyota,HIACE,2012,Light Bus,16/07/2025,Auckland City
KHG434,Blue,Mazda,DEMIO,2005,Hatchback,2/12/2025,Canterbury
KHG609,Silver,Nissan,TIIDA,2011,Saloon,10/08/2025,Auckland City
KHJ116,Silver,Mazda,PREMACY,2011,Stationwagon,25/08/2025,Counties/Manukau
KHK16,Orange,Ford,RANGER,2012,Utility,2/07/2025,Northland
KHL800,Red,Suzuki,SWIFT,2008,Hatchback,18/10/2025,Counties/Manukau
KHM299,Silver,Toyota,VITZ,2007,Hatchback,25/10/2025,Canterbury
KHM443,Silver,Mazda,AXELA,2010,Hatchback,1/07/2025,Counties/Manukau
KHN770,Silver,Mazda,DEMIO,2005,Hatchback,5/08/2025,Counties/Manukau
KHT489,Silver,Toyota,WISH,2004,Stationwagon,7/11/2025,Counties/Manukau
KHW717,White,Toyota,ESTIMA,2004,Stationwagon,29/08/2025,Waikato
KHW951,White,Mini,COOPER,2010,Convertible,29/10/2025,Waitemata
KHZ606,Silver,Mitsubishi,TRITON,2017,Utility,1/07/2025,Bay of Plenty
KJB76,Blue,Toyota,ALLION,2005,Saloon,29/09/2025,Waikato
KJF612,White,Toyota,VOXY,2005,Stationwagon,29/11/2025,Counties/Manukau
KJF930,Grey,Subaru,IMPREZA,2010,Saloon,22/11/2025,Counties/Manukau
KJH184,White,Subaru,LEGACY,2006,Stationwagon,22/11/2025,Auckland City
KJH582,Silver,Nissan,WINGROAD,2012,Stationwagon,26/11/2025,Counties/Manukau
KJH603,Green,Mazda,DEMIO,2011,Hatchback,24/11/2025,Canterbury
KJJ664,White,Mitsubishi,TRITON,2017,Utility,12/06/2025,Bay of Plenty
KJR683,Gold,Toyota,COROLLA,2007,Saloon,16/10/2025,Waikato
KJY148,Blue,Volkswagen,GOLF,2008,Hatchback,24/08/2025,Waikato
KJY266,Silver,Toyota,COROLLA,2012,Stationwagon,21/11/2025,Waikato
KKA888,Grey,Mercedes-Benz,ML,2011,Stationwagon,11/09/2025,Auckland City
KKB187,White,Toyota,WISH,2004,Stationwagon,24/11/2025,Waitemata
KKH591,Red,Nissan,NAVARA,2017,Utility,26/09/2025,Wellington
KKJ145,White,Honda,STREAM,2005,Stationwagon,30/11/2025,Waitemata
KKL974,White,Mitsubishi,CANTER,2008,Other Truck,26/11/2025,Waikato
KKN182,Green,Toyota,LANDCRUISER,1994,Stationwagon,28/08/2025,Canterbury
KKN289,Blue,Toyota,HILUX,2000,Utility,10/08/2025,Central
KKN808,Silver,Suzuki,SWIFT,2008,Hatchback,9/07/2025,Northland
KKR137,Black,Mazda,PREMACY,2007,Stationwagon,6/10/2025,Counties/Manukau
KKS412,Grey,Toyota,HILUX,1989,Utility,20/06/2025,Central
KL4315,White,Ford,TRADER,1982,Flat Deck Truck,2/11/2025,Eastern
KLD670,White,Toyota,PRIUS C,2017,Hatchback,30/08/2025,Canterbury
KLE433,Silver,Toyota,PRIUS,2011,Hatchback,16/08/2025,Counties/Manukau
KLF121,Blue,Mitsubishi,CHALLENGER,1999,Stationwagon,14/10/2025,Counties/Manukau
KLF318,Black,BMW,335I,2008,Saloon,10/09/2025,Auckland City
KLN885,Blue,Mazda,DEMIO,2007,Hatchback,27/11/2025,Waikato
KLU858,Silver,Nissan,PRESAGE,2004,Stationwagon,17/09/2025,Eastern
KLW234,Silver,Toyota,PRIUS C,2017,Hatchback,17/06/2025,Northland
KMA641,Black,Ford,RANGER,2017,Utility,2/12/2025,Central
KMC228,White,Toyota,HIACE,2011,Light Van,27/08/2025,Auckland City
KMC7,White,Nissan,NV200,2009,Stationwagon,16/08/2025,Waikato
KMD174,Blue,Mazda,DEMIO,2004,Hatchback,5/12/2025,Counties/Manukau
KMD212,Brown,Toyota,HIACE,1995,Stationwagon,14/11/2025,Auckland City
KMN321,White,Honda,INTEGRA,2006,Hatchback,25/08/2025,Wellington
KMN653,Black,Nissan,JUKE,2011,Hatchback,17/11/2025,Eastern
KMQ529,Black,Subaru,FORESTER,2007,Stationwagon,31/10/2025,Waitemata
KMU320,Silver,Honda,HR-V,2017,Stationwagon,4/10/2025,Wellington
KNB351,Silver,Toyota,AXIO,2008,Saloon,15/11/2025,Counties/Manukau
KNC98,Black,Honda,AIRWAVE,2006,Stationwagon,16/10/2025,Waitemata
KNH489,Silver,Toyota,HIACE,2009,Light Van,18/08/2025,Waikato
KNL861,Silver,Ford,RANGER,2014,Utility,20/11/2025,Northland
KNN371,Silver,Mitsubishi,TRITON,2017,Utility,16/08/2025,Waikato
KNW731,Blue,Toyota,VITZ,2007,Hatchback,5/07/2025,Waikato
KPC692,Black,Mitsubishi,TRITON,2017,Utility,6/09/2025,Northland
KPF189,Brown,Toyota,LANDCRUISER,1996,Stationwagon,4/12/2025,Counties/Manukau
KPF907,White,Toyota,WISH,2008,Stationwagon,6/11/2025,Counties/Manukau
KPJ631,Red,Mobile Machine,FARESIN TELEHANDLER,2015,Mobile Machine,20/11/2025,Central
KPK634,White,Mazda,BONGO,2010,Light Van,18/11/2025,Canterbury
KPL254,Grey,Mazda,MPV,2006,Stationwagon,26/10/2025,Waikato
KPL403,Grey,Mazda,AXELA,2005,Hatchback,9/10/2025,Waikato
KPQ252,Black,Audi,A5,2016,Convertible,17/07/2025,Counties/Manukau
KPS799,White,Suzuki,SWIFT,2017,Hatchback,30/09/2025,Waikato
KPT715,Black,Toyota,IPSUM,2006,Stationwagon,4/08/2025,Waikato
KPT865,Black,Volkswagen,GOLF,2009,Stationwagon,9/10/2025,Waikato
KPT96,White,Nissan,BLUEBIRD,2007,Saloon,6/10/2025,Counties/Manukau
KPW950,White,Great Wall,V200,2013,Utility,12/09/2025,Bay of Plenty
KQG381,Silver,Mercedes-Benz,ML500,2007,Stationwagon,29/08/2025,Bay of Plenty
KQG906,White,Ford,RANGER,2017,Utility,3/08/2025,Counties/Manukau
KQM173,Grey,Honda,CIVIC,2006,Saloon,6/11/2025,Wellington
KQN977,Silver,Mitsubishi,COLT,2007,Hatchback,18/08/2025,Waikato
KQP960,Silver,Toyota,VITZ,2005,Hatchback,9/10/2025,Eastern
KQR619,White,Mazda,ATENZA,2006,Saloon,7/11/2025,Wellington
KQT463,Black,Toyota,VITZ,2006,Hatchback,18/09/2025,Counties/Manukau
KQZ251,Black,Toyota,HILUX,2017,Utility,7/06/2025,Bay of Plenty
KQZ341,Silver,Audi,A4,2012,Stationwagon,4/10/2025,Waikato
KRB707,Black,Toyota,VITZ,2004,Hatchback,12/08/2025,Auckland City
KRD554,White,Subaru,FORESTER,2017,Stationwagon,30/10/2025,Southern
KRE336,White,Nissan,CARAVAN,2011,Light Van,28/06/2025,Waitemata
KRL776,Red,Mazda,CX-5,2013,Stationwagon,8/09/2025,Northland
KRL85,Black,Volkswagen,GOLF,2008,Hatchback,15/07/2025,Bay of Plenty
KRN566,Silver,Toyota,AQUA,2012,Hatchback,5/12/2025,Waikato
KRN571,White,Nissan,TIIDA,2008,Hatchback,11/11/2025,Auckland City
KRW865,White,Mazda,BONGO,2010,Light Van,28/07/2025,Auckland City
KRZ818,Silver,Nissan,TIIDA,2006,Hatchback,5/12/2025,Waitemata
KSA6,White,Holden,COMMODORE,2017,Stationwagon,17/06/2025,Wellington
KSA947,White,Isuzu,BIGHORN,1997,Stationwagon,27/11/2025,Northland
KSB719,White,Mazda,BONGO,2008,Light Van,18/06/2025,Waikato
KSE672,Silver,Toyota,WISH,2008,Stationwagon,2/12/2025,Counties/Manukau
KSE884,Black,Mitsubishi,OUTLANDER,2017,Stationwagon,9/06/2025,Bay of Plenty
KSH520,Black,Nissan,BLUEBIRD,2007,Saloon,21/06/2025,Canterbury
KSJ806,Silver,Toyota,PRIUS,2012,Hatchback,22/11/2025,Bay of Plenty
KSL453,White,Toyota,COROLLA,2008,Stationwagon,12/10/2025,Waikato
KSM264,White,Toyota,ALLION,2007,Saloon,5/12/2025,Counties/Manukau
KSN838,Red,Toyota,WISH,2007,Stationwagon,25/11/2025,Auckland City
KSP313,Silver,Honda,STREAM,2007,Stationwagon,3/12/2025,Central
KST513,Grey,Ssangyong,ACTYON SPORT,2014,Utility,10/09/2025,Waikato
KSW68,Black,Mitsubishi,TRITON,2017,Utility,2/12/2025,Northland
KSY762,Black,Nissan,MURANO,2007,Stationwagon,28/10/2025,Counties/Manukau
KTA196,Silver,Toyota,HILUX,2007,Utility,8/10/2025,Northland
KTA20,Green,Mitsubishi,TRITON,2017,Utility,11/07/2025,Bay of Plenty
KTD42,Orange,Toyota,HILUX,2017,Utility,9/08/2025,Bay of Plenty
KTE277,Blue,Toyota,AQUA,2013,Hatchback,21/11/2025,Canterbury
KTH728,Silver,Toyota,RAUM,2007,Stationwagon,16/11/2025,Counties/Manukau
KTJ213,White,Ford,RANGER,2017,Utility,7/11/2025,Wellington
KTJ693,Grey,Toyota,YARIS,2017,Hatchback,3/07/2025,Waikato
KTM428,Blue,Suzuki,SWIFT,2006,Hatchback,23/08/2025,Counties/Manukau
KTM926,White,Toyota,HILUX,2017,Utility,12/09/2025,Canterbury
KTQ738,Blue,Volkswagen,GOLF,2004,Hatchback,5/12/2025,Eastern
KTQ870,Grey,Toyota,WISH,2006,Stationwagon,17/10/2025,Counties/Manukau
KTT41,Grey,Toyota,WISH,2008,Stationwagon,4/11/2025,Counties/Manukau
KTT421,Blue,Toyota,WISH,2008,Stationwagon,25/08/2025,Waikato
KTT762,Silver,Honda,AIRWAVE,2006,Stationwagon,18/08/2025,Waikato
KTU46,Silver,Suzuki,SWIFT,2006,Hatchback,12/07/2025,Wellington
KTW398,Silver,Toyota,WISH,2004,Stationwagon,23/11/2025,Auckland City
KUC726,White,Mitsubishi,L300,2005,Light Bus,18/08/2025,Counties/Manukau
KUC97,Blue,BMW,118I,2006,Hatchback,23/08/2025,Counties/Manukau
KUE744,Black,Mitsubishi,LANCER,2017,Saloon,7/09/2025,Canterbury
KUG563,Cream,Toyota,HILUX,1996,Stationwagon,6/09/2025,Counties/Manukau
KUG678,Blue,Volkswagen,GOLF,2007,Stationwagon,26/06/2025,Central
KUL961,Blue,Honda,CIVIC,2000,Hatchback,14/09/2025,Central
KUP140,Blue,Suzuki,SWIFT,2015,Hatchback,25/09/2025,Waitemata
KUT47,Orange,Toyota,HILUX,2017,Utility,23/06/2025,Waitemata
KUT575,Silver,Toyota,WISH,2006,Stationwagon,7/11/2025,Counties/Manukau
KUT763,Silver,Toyota,MARKX,2005,Saloon,19/06/2025,Counties/Manukau
KUZ976,Grey,Subaru,LEGACY,2009,Saloon,23/06/2025,Counties/Manukau
KWG155,Silver,Suzuki,SWIFT,2008,Hatchback,1/08/2025,Waikato
KWJ704,White,Mitsubishi,COLT,2012,Stationwagon,26/11/2025,Auckland City
KWN302,White,Mitsubishi,GALANT,2009,Hatchback,20/10/2025,Waitemata
KWN345,Grey,Chevrolet,CAMARO,2013,Sports Car,15/07/2025,Counties/Manukau
KWN991,Red,Toyota,LANDCRUISER,1991,Stationwagon,9/07/2025,Canterbury
KWQ997,Silver,Nissan,NOTE,2009,Hatchback,15/10/2025,Central
KWR242,White,Toyota,PRIUS,2013,Hatchback,21/07/2025,Counties/Manukau
KWR881,Blue,Holden,COLORADO,2017,Utility,12/10/2025,Counties/Manukau
KWS629,Silver,BMW,335I,2008,Saloon,15/07/2025,Canterbury
KWW175,Silver,Mazda,DEMIO,2005,Hatchback,15/09/2025,Counties/Manukau
KWW655,White,Toyota,CALDINA,2006,Stationwagon,4/10/2025,Counties/Manukau
KWZ282,Gold,Nissan,TIIDA,2005,Saloon,4/12/2025,Eastern
KWZ31,White,Toyota,HIACE,2010,Light Bus,19/07/2025,Waitemata
KYA20,Black,Ford,RANGER,2007,Utility,28/09/2025,Bay of Plenty
KYC643,Black,Mazda,DEMIO,2006,Hatchback,15/10/2025,Bay of Plenty
KYC756,Silver,Kia,SPORTAGE,2017,Stationwagon,3/09/2025,Wellington
KYE807,Blue,Mazda,ATENZA,2008,Stationwagon,22/06/2025,Counties/Manukau
KYF204,Grey,Toyota,HILUX,2017,Utility,8/11/2025,Counties/Manukau
KYG543,Red,Toyota,COROLLA,2008,Stationwagon,12/11/2025,Waikato
KYH112,Blue,Nissan,TEANA,2003,Saloon,3/10/2025,Waikato
KYH593,White,Ford,TRANSIT,2017,Light Van,15/10/2025,Counties/Manukau
KYK252,Black,Jeep,GRAND CHEROKEE,2017,Stationwagon,10/10/2025,Wellington
KYS124,Cream,Toyota,COASTER,1994,Mobile Home - Light,17/10/2025,Wellington
KYS147,Silver,Mercedes-Benz,CLK 200,2006,Sports Car,17/06/2025,Waitemata
KYW268,Silver,Volkswagen,TIGUAN,2009,Stationwagon,14/11/2025,Waitemata
KYZ133,Green,Toyota,VITZ,2005,Hatchback,5/12/2025,Wellington
KZC494,Silver,Mazda,ATENZA,2004,Saloon,12/08/2025,Eastern
KZD204,Silver,Toyota,COROLLA,2017,Hatchback,28/09/2025,Auckland City
KZH150,White,Mercedes-Benz,VITO,2017,Mobile Home - Light,7/07/2025,Counties/Manukau
KZH245,Blue,Honda,INSIGHT,2009,Hatchback,1/10/2025,Counties/Manukau
KZH352,White,Audi,A4,2008,Saloon,11/08/2025,Wellington
KZJ351,Silver,Toyota,ESTIMA,2006,Stationwagon,25/10/2025,Auckland City
KZJ689,Black,Volkswagen,PASSAT,2006,Saloon,4/12/2025,Canterbury
KZM102,Grey,BMW,525I,2006,Saloon,7/10/2025,Counties/Manukau
KZM65,Black,Mitsubishi,OUTLANDER,2006,Stationwagon,25/08/2025,Northland
KZP642,Purple,Mazda,DEMIO,2010,Hatchback,4/12/2025,Waitemata
L113E,Silver,Trailer,AVON,2007,Trailer,28/11/2025,Northland
L256D,Silver,Trailer,IFORWILLIAMS,2008,Trailer,27/10/2025,Waikato
L361C,Brown,Trailer,HOME BUILT,1980,Trailer - Heavy,24/10/2025,Waikato
L806H,Blue,Trailer,HOMEMADE,2008,Trailer - Heavy,19/09/2025,Waikato
L829W,Silver,Kea,K64,2008,Trailer,23/06/2025,Wellington
L938S,White,Caravan,ZEPHYR 460,1979,Caravan,28/11/2025,Canterbury
LAG224,Silver,Toyota,PRIUS,2014,Hatchback,21/09/2025,Counties/Manukau
LAH311,Black,Subaru,LEGACY,2004,Saloon,13/07/2025,Canterbury
LAL245,Red,Toyota,HILUX,1994,Stationwagon,22/06/2025,Waikato
LAL714,Silver,Holden,COMMODORE,2007,Saloon,23/10/2025,Eastern
LAM427,Silver,FOTON,TUNLAND,2017,Utility,13/08/2025,Waitemata
LAP657,Silver,Audi,A6,2006,Stationwagon,15/08/2025,Waikato
LAR202,Black,Toyota,WISH,2005,Stationwagon,1/12/2025,Canterbury
LAW928,Blue,Mazda,DEMIO,2006,Hatchback,1/11/2025,Canterbury
LBB556,Red,Honda,FIT,2010,Hatchback,12/06/2025,Counties/Manukau
LBD284,Red,Audi,A4,2009,Saloon,29/06/2025,Bay of Plenty
LBD760,Silver,Honda,ACCORD,2004,Saloon,1/10/2025,Auckland City
LBE559,Grey,Toyota,VITZ,2007,Hatchback,1/11/2025,Counties/Manukau
LBE614,Blue,Volvo,XC90,2006,Stationwagon,1/10/2025,Central
LBE919,Purple,Mazda,DEMIO,2006,Hatchback,27/09/2025,Waikato
LBJ830,White,Toyota,WISH,2005,Stationwagon,15/11/2025,Auckland City
LBR780,Black,Isuzu,D-MAX,2017,Utility,3/10/2025,Northland
LBT777,Silver,Mazda,DEMIO,2012,Hatchback,2/12/2025,Canterbury
LBZ377,Grey,Mazda,DEMIO,2005,Hatchback,18/10/2025,Northland
LCD854,Grey,Nissan,WINGROAD,2008,Stationwagon,15/07/2025,Auckland City
LCD985,Blue,Honda,CRV,1996,Stationwagon,17/07/2025,Waikato
LCL513,White,Mazda,BOUNTY,2005,Utility,18/11/2025,Bay of Plenty
